time_min,T_air_room1_degC,T_prod_room1_degC,T_setpoint_room1_degC,door_open_room1,cooling_allocated_room1_W,T_air_room2_degC,T_prod_room2_degC,T_setpoint_room2_degC,door_open_room2,cooling_allocated_room2_W,T_air_room3_degC,T_prod_room3_degC,T_setpoint_room3_degC,door_open_room3,cooling_allocated_room3_W,T_air_room4_degC,T_prod_room4_degC,T_setpoint_room4_degC,door_open_room4,cooling_allocated_room4_W,T_air_room5_degC,T_prod_room5_degC,T_setpoint_room5_degC,door_open_room5,cooling_allocated_room5_W,P1_primary_W,P2_secondary_W,P3_freezer_W,P_total_fridge_W,P_total_W
108,2.9749,3.1123,3.0,0,0.0,4.0748,4.0617,4.0,0,186.92,1.994,2.0793,2.0,0,0.0,4.9475,5.0026,5.0,0,0.0,-15.3968,-14.9733,-15.0,0,2000.0,186.92,0.0,2000.0,186.92,2186.92
109,2.997,3.1137,3.0,0,0.0,4.0396,4.059,4.0,0,99.05,1.995,2.0776,2.0,0,0.0,4.9908,4.9994,5.0,0,0.0,-15.5879,-14.9965,-15.0,0,0.0,99.05,0.0,0.0,99.05,99.05
110,3.0434,3.114,3.0,0,108.48,4.0543,4.0686,4.0,0,135.64,1.988,2.0803,2.0,0,0.0,4.9543,5.0001,5.0,0,0.0,-15.5053,-15.0152,-15.0,0,0.0,244.13,0.0,0.0,244.13,244.13
111,3.0746,3.116,3.0,0,186.61,4.0478,4.0684,4.0,0,119.4,2.0337,2.0724,2.0,0,84.16,4.9353,4.9982,5.0,0,0.0,-15.3779,-15.0382,-15.0,0,0.0,390.17,0.0,0.0,390.17,390.17
112,3.0855,3.111,3.0,0,213.68,4.0708,4.0637,4.0,0,176.9,2.0467,2.0751,2.0,0,116.69,5.0123,5.0027,5.0,0,30.7,-15.2121,-15.04,-15.0,0,0.0,537.97,0.0,0.0,537.97,537.97
113,2.9779,3.1116,3.0,0,0.0,4.0522,4.0655,4.0,0,130.53,2.0987,2.0677,2.0,0,246.84,4.9689,5.006,5.0,0,0.0,-15.1834,-15.0321,-15.0,0,0.0,377.37,0.0,0.0,377.37,377.37
114,3.0149,3.1096,3.0,0,37.32,4.1163,4.0703,4.0,0,290.74,2.0819,2.0705,2.0,0,204.82,4.9292,5.011,5.0,0,0.0,-15.1148,-15.0463,-15.0,0,0.0,532.87,0.0,0.0,532.87,532.87
115,3.0531,3.1158,3.0,0,132.73,4.002,4.0823,4.0,0,4.97,2.0655,2.075,2.0,0,163.75,4.9152,5.0048,5.0,0,0.0,-15.0544,-15.0503,-15.0,0,0.0,301.45,0.0,0.0,301.45,301.45
116,3.037,3.1186,3.0,0,92.39,4.053,4.08,4.0,0,132.38,2.0503,2.0782,2.0,0,125.63,4.8409,5.0036,5.0,0,0.0,-15.0797,-15.0397,-15.0,0,0.0,350.4,0.0,0.0,350.4,350.4
117,3.0804,3.1193,3.0,0,200.91,4.0289,4.0798,4.0,0,72.35,2.053,2.0809,2.0,0,132.5,4.8834,5.0011,5.0,0,0.0,-14.938,-15.0358,-15.0,0,0.0,405.76,0.0,0.0,405.76,405.76
118,3.0732,3.119,3.0,0,183.09,3.9456,4.0834,4.0,0,0.0,2.0657,2.0825,2.0,0,164.19,4.9428,5.0048,5.0,0,0.0,-14.9509,-15.0278,-15.0,0,0.0,347.28,0.0,0.0,347.28,347.28
119,3.1655,3.1124,3.0,0,413.74,3.9081,4.0708,4.0,0,0.0,2.0944,2.0856,2.0,0,236.04,5.0005,5.0023,5.0,0,1.3,-14.9202,-15.0277,-15.0,0,0.0,651.07,0.0,0.0,651.07,651.07
120,3.1984,3.1097,3.0,0,495.99,3.9582,4.0595,4.0,0,0.0,2.1241,2.0869,2.0,0,310.25,5.0713,5.0031,5.0,0,178.16,-14.8046,-15.0273,-15.0,0,0.0,984.4,0.0,0.0,984.4,984.4
121,3.1648,3.1082,3.0,0,411.92,4.0298,4.0573,4.0,0,74.53,2.1372,2.09,2.0,0,342.98,5.0355,5.0041,5.0,0,88.8,-14.7643,-15.0238,-15.0,0,0.0,918.23,0.0,0.0,918.23,918.23
122,3.079,3.118,3.0,0,197.43,4.1483,4.0654,4.0,0,370.74,2.1942,2.1018,2.0,0,485.61,5.0919,4.9995,5.0,0,229.77,-14.5969,-15.0066,-15.0,0,0.0,1283.55,0.0,0.0,1283.55,1283.55
123,3.089,3.1195,3.0,0,222.44,4.1218,4.0694,4.0,0,304.52,2.1754,2.1016,2.0,0,438.49,4.9934,5.0124,5.0,0,0.0,-14.4913,-14.9943,-15.0,0,2000.0,965.45,0.0,2000.0,965.45,2965.45
124,3.0549,3.1208,3.0,0,137.2,4.0921,4.0787,4.0,0,230.25,2.1064,2.1011,2.0,0,266.05,4.9419,5.0087,5.0,0,0.0,-14.8089,-14.9801,-15.0,0,2000.0,633.49,0.0,2000.0,633.49,2633.49
125,3.0617,3.106,3.0,0,154.34,4.0277,4.0803,4.0,0,69.14,2.0662,2.0963,2.0,0,165.6,5.0172,5.0049,5.0,0,42.9,-15.0869,-14.9885,-15.0,0,2000.0,431.98,0.0,2000.0,431.98,2431.98
126,3.0475,3.102,3.0,0,118.87,4.0426,4.0743,4.0,0,106.58,2.1278,2.0923,2.0,0,319.57,5.0247,5.0113,5.0,0,61.67,-15.2759,-14.9968,-15.0,0,2000.0,606.68,0.0,2000.0,606.68,2606.68
127,3.1109,3.1037,3.0,0,277.21,4.0807,4.0749,4.0,0,201.7,2.0659,2.0836,2.0,0,164.84,5.178,5.0099,5.0,0,444.98,-15.5605,-15.0125,-15.0,0,0.0,1088.73,0.0,0.0,1088.73,1088.73
128,3.0895,3.1043,3.0,0,223.71,4.1394,4.073,4.0,0,348.46,2.1205,2.0733,2.0,0,301.26,5.1731,5.0072,5.0,0,432.81,-15.3925,-15.0272,-15.0,0,0.0,1306.24,0.0,0.0,1306.24,1306.24
129,3.0566,3.105,3.0,0,141.41,4.1312,4.0741,4.0,0,328.08,2.1075,2.0799,2.0,0,268.73,5.1141,5.0077,5.0,0,285.14,-15.4226,-15.028,-15.0,0,0.0,1023.35,0.0,0.0,1023.35,1023.35
130,3.0361,3.0987,3.0,0,90.22,4.1483,4.07,4.0,0,370.87,1.9861,2.0797,2.0,0,0.0,5.1627,5.0096,5.0,0,406.79,-15.2985,-15.0495,-15.0,0,0.0,867.88,0.0,0.0,867.88,867.88
131,3.043,3.1004,3.0,0,107.5,4.1288,4.0755,4.0,0,322.11,2.0164,2.0741,2.0,0,41.05,5.1738,5.0167,5.0,0,434.55,-15.1809,-15.0595,-15.0,0,0.0,905.22,0.0,0.0,905.22,905.22
132,3.0291,3.0919,3.0,0,72.78,4.0982,4.0761,4.0,0,245.58,2.0464,2.0758,2.0,0,116.02,5.1154,5.0173,5.0,0,288.55,-15.0422,-15.0719,-15.0,0,0.0,722.93,0.0,0.0,722.93,722.93
133,3.084,3.0831,3.0,0,210.0,4.0532,4.0733,4.0,0,133.02,2.0934,2.084,2.0,0,233.44,5.173,5.0228,5.0,0,432.61,-15.0055,-15.0676,-15.0,0,0.0,1009.07,0.0,0.0,1009.07,1009.07
134,3.0534,3.0825,3.0,0,133.41,4.0687,4.0768,4.0,0,171.77,2.0137,2.0855,2.0,0,34.36,5.1967,5.0193,5.0,0,491.78,-15.0115,-15.0623,-15.0,0,0.0,831.32,0.0,0.0,831.32,831.32
135,3.1071,3.0771,3.0,0,267.66,4.0119,4.0722,4.0,0,29.87,2.14,2.0802,2.0,0,350.01,5.1399,5.0273,5.0,0,349.64,-14.9478,-15.0668,-15.0,0,0.0,997.17,0.0,0.0,997.17,997.17
136,3.0848,3.0786,3.0,0,212.09,3.959,4.0741,4.0,0,0.0,2.1079,2.0845,2.0,0,269.78,5.1163,5.0253,5.0,0,290.68,-14.8527,-15.0627,-15.0,0,0.0,772.55,0.0,0.0,772.55,772.55
137,2.9871,3.0806,3.0,0,0.0,3.9878,4.0722,4.0,0,0.0,2.0929,2.0853,2.0,0,232.28,5.0305,5.0334,5.0,0,76.23,-14.7523,-15.0523,-15.0,0,0.0,308.52,0.0,0.0,308.52,308.52
138,3.0339,3.0728,3.0,0,84.8,3.9839,4.0676,4.0,0,0.0,2.1233,2.0807,2.0,0,308.28,5.0589,5.0309,5.0,0,147.23,-14.7234,-15.0412,-15.0,0,0.0,540.31,0.0,0.0,540.31,540.31
139,3.1405,3.06,3.0,0,351.13,3.9842,4.0709,4.0,0,0.0,2.1092,2.0897,2.0,0,273.03,5.1912,5.0231,5.0,0,477.92,-14.566,-15.0356,-15.0,0,0.0,1102.08,0.0,0.0,1102.08,1102.08
140,3.1779,3.0526,3.0,0,444.67,3.932,4.0779,4.0,0,0.0,2.1975,2.083,2.0,0,493.87,5.183,5.023,5.0,0,457.42,-14.506,-15.0069,-15.0,0,0.0,1395.95,0.0,0.0,1395.95,1395.95
141,3.1289,3.0475,3.0,0,322.15,3.9986,4.0743,4.0,0,0.0,2.1093,2.0833,2.0,0,273.29,5.1951,5.0258,5.0,0,487.83,-14.4904,-14.9773,-15.0,0,2000.0,1083.26,0.0,2000.0,1083.26,3083.26
142,3.1021,3.0484,3.0,0,255.23,4.0007,4.0747,4.0,0,1.67,2.0731,2.0837,2.0,0,182.79,5.1453,5.0223,5.0,0,363.18,-14.8713,-14.9684,-15.0,0,2000.0,802.87,0.0,2000.0,802.87,2802.87
143,3.1242,3.0455,3.0,0,310.55,3.9326,4.0695,4.0,0,0.0,2.0785,2.0899,2.0,0,196.32,5.2104,5.0245,5.0,0,526.07,-15.2722,-14.9661,-15.0,0,2000.0,1032.95,0.0,2000.0,1032.95,3032.95
144,3.194,3.0411,3.0,0,485.01,4.0266,4.0658,4.0,0,66.58,2.0678,2.0836,2.0,0,169.39,5.0683,5.0338,5.0,0,170.84,-15.6504,-14.9773,-15.0,0,0.0,891.82,0.0,0.0,891.82,891.82
145,3.2314,3.038,3.0,0,578.6,3.9668,4.0701,4.0,0,0.0,2.0519,2.082,2.0,0,129.81,5.0279,5.0293,5.0,0,69.68,-15.5753,-14.9972,-15.0,0,0.0,778.09,0.0,0.0,778.09,778.09
146,3.1149,3.0404,3.0,0,287.26,3.9946,4.0742,4.0,0,0.0,2.1056,2.0854,2.0,0,263.97,5.0222,5.0292,5.0,0,55.44,-15.4253,-15.0166,-15.0,0,0.0,606.67,0.0,0.0,606.67,606.67
147,3.0926,3.0379,3.0,0,231.58,4.038,4.0707,4.0,0,95.11,2.1005,2.0841,2.0,0,251.15,5.1662,5.0307,5.0,0,415.39,-15.1804,-15.0246,-15.0,0,0.0,993.23,0.0,0.0,993.23,993.23
148,3.0282,3.0376,3.0,0,70.5,4.0521,4.0708,4.0,0,130.31,2.0997,2.0888,2.0,0,249.18,5.0637,5.027,5.0,0,159.16,-15.1213,-15.0336,-15.0,0,0.0,609.15,0.0,0.0,609.15,609.15
149,3.1162,3.0313,3.0,0,290.62,4.1524,4.0698,4.0,0,381.09,2.1064,2.0811,2.0,0,266.1,5.0438,5.0228,5.0,0,109.4,-15.0001,-15.0314,-15.0,0,0.0,1047.2,0.0,0.0,1047.2,1047.2
150,3.1714,3.033,3.0,0,428.43,4.1824,4.0721,4.0,0,455.9,2.1698,2.0822,2.0,0,424.4,5.1186,5.0227,5.0,0,296.41,-14.8576,-15.0254,-15.0,0,0.0,1605.15,0.0,0.0,1605.15,1605.15
151,3.0396,3.0427,3.0,0,99.08,4.0796,4.0831,4.0,0,199.04,2.1865,2.0953,2.0,0,466.34,5.0653,5.0247,5.0,0,163.23,-14.8434,-15.0212,-15.0,0,0.0,927.69,0.0,0.0,927.69,927.69
152,3.193,3.0356,3.0,0,482.54,4.0249,4.0903,4.0,0,62.19,2.2495,2.0994,2.0,0,623.63,5.0329,5.0258,5.0,0,82.13,-14.7823,-15.0111,-15.0,0,0.0,1250.48,0.0,0.0,1250.48,1250.48
153,3.1315,3.0369,3.0,0,328.73,4.1971,4.0845,4.0,0,492.75,2.2421,2.1067,2.0,0,605.31,5.0715,5.0173,5.0,0,178.75,-14.7091,-14.9954,-15.0,0,0.0,1605.54,0.0,0.0,1605.54,1605.54
154,3.0576,3.0401,3.0,0,144.02,4.2444,4.0873,4.0,0,610.99,2.2481,2.1012,2.0,0,620.36,5.0627,5.022,5.0,0,156.66,-14.6562,-14.9846,-15.0,0,0.0,1532.03,0.0,0.0,1532.03,1532.03
155,3.1256,3.0344,3.0,0,314.09,4.2681,4.0977,4.0,0,670.14,2.1661,2.1103,2.0,0,415.29,5.2802,5.0171,5.0,0,700.48,-14.6358,-14.971,-15.0,0,0.0,2000.0,2000.0,0.0,4000.0,4000.0
156,3.1721,3.0439,3.0,0,430.25,4.1728,4.1046,4.0,0,432.01,2.149,2.1127,2.0,0,372.52,5.2514,5.0199,5.0,0,628.44,-14.5938,-14.9557,-15.0,0,0.0,1863.21,0.0,0.0,1863.21,1863.21
157,3.0518,3.0543,3.0,0,129.38,4.0417,4.1171,4.0,0,104.13,2.1463,2.1052,2.0,0,365.64,5.228,5.0253,5.0,0,570.1,-14.6502,-14.9391,-15.0,0,0.0,1169.25,0.0,0.0,1169.25,1169.25
158,2.9919,3.0574,3.0,0,0.0,4.1006,4.1112,4.0,0,251.45,2.2264,2.1073,2.0,0,565.99,5.1501,5.0353,5.0,0,375.22,-14.6047,-14.9273,-15.0,0,0.0,1192.65,0.0,0.0,1192.65,1192.65
159,3.0475,3.0632,3.0,0,118.67,4.055,4.1149,4.0,0,137.38,2.1985,2.1115,2.0,0,496.15,5.1408,5.0455,5.0,0,352.09,-14.4797,-14.91,-15.0,0,2000.0,1104.29,0.0,2000.0,1104.29,3104.29
160,2.9876,3.0543,3.0,0,0.0,4.0665,4.1179,4.0,0,166.24,2.1333,2.1133,2.0,0,333.35,5.0918,5.0492,5.0,0,229.59,-14.7349,-14.9046,-15.0,0,2000.0,729.18,0.0,2000.0,729.18,2729.18
161,3.064,3.0512,3.0,0,159.93,3.9652,4.1156,4.0,0,0.0,2.1967,2.1121,2.0,0,491.63,5.2259,5.0462,5.0,0,564.76,-15.0717,-14.9053,-15.0,0,2000.0,1216.32,0.0,2000.0,1216.32,3216.32
162,3.0514,3.0495,3.0,0,128.5,4.0152,4.108,4.0,0,38.09,2.1372,2.1166,2.0,0,342.89,5.1931,5.0458,5.0,0,482.67,-15.3803,-14.9214,-15.0,0,2000.0,992.15,0.0,2000.0,992.15,2992.15
163,3.0598,3.048,3.0,0,149.61,4.0736,4.1024,4.0,0,183.95,2.1039,2.1129,2.0,0,259.63,5.0074,5.0558,5.0,0,18.58,-15.6025,-14.9464,-15.0,0,0.0,611.77,0.0,0.0,611.77,611.77
164,3.0179,3.0545,3.0,0,44.67,4.0682,4.0957,4.0,0,170.58,2.0997,2.1163,2.0,0,249.13,5.0083,5.0519,5.0,0,20.75,-15.4215,-14.966,-15.0,0,0.0,485.13,0.0,0.0,485.13,485.13
165,3.0509,3.056,3.0,0,127.3,4.0454,4.0965,4.0,0,113.53,2.0109,2.1191,2.0,0,27.33,5.0408,5.0444,5.0,0,101.97,-15.2091,-14.9855,-15.0,0,0.0,370.13,0.0,0.0,370.13,370.13
166,3.0436,3.0549,3.0,0,108.92,4.0429,4.0939,4.0,0,107.15,1.9212,2.1224,2.0,0,0.0,5.0174,5.051,5.0,0,43.47,-15.1477,-14.9886,-15.0,0,0.0,259.54,0.0,0.0,259.54,259.54
167,3.0189,3.0564,3.0,0,47.22,4.0377,4.0908,4.0,0,94.15,1.998,2.1167,2.0,0,0.0,5.0461,5.0484,5.0,0,115.29,-15.0245,-14.9909,-15.0,0,0.0,256.66,0.0,0.0,256.66,256.66
168,3.0561,3.0514,3.0,0,140.28,4.1082,4.0871,4.0,0,270.57,1.9736,2.1183,2.0,0,0.0,5.0712,5.0435,5.0,0,177.94,-14.9364,-14.9875,-15.0,0,0.0,588.79,0.0,0.0,588.79,588.79
169,3.0402,3.0465,3.0,0,100.43,4.0749,4.0898,4.0,0,187.15,2.0538,2.1153,2.0,0,134.42,4.9731,5.0509,5.0,0,0.0,-14.796,-14.9864,-15.0,0,0.0,422.01,0.0,0.0,422.01,422.01
170,3.0014,3.0423,3.0,0,3.61,4.0164,4.0895,4.0,0,40.94,2.0321,2.1168,2.0,0,80.18,5.0314,5.0498,5.0,0,78.45,-14.6853,-14.9794,-15.0,0,0.0,203.19,0.0,0.0,203.19,203.19
171,3.0118,3.0398,3.0,0,29.61,4.1154,4.0949,4.0,0,288.39,1.9666,2.1175,2.0,0,0.0,5.002,5.0607,5.0,0,4.89,-14.4834,-14.964,-15.0,0,2000.0,322.9,0.0,2000.0,322.9,2322.9
172,3.0455,3.0352,3.0,0,113.74,4.026,4.1059,4.0,0,65.09,1.969,2.1194,2.0,0,0.0,5.0126,5.0621,5.0,0,31.56,-14.8718,-14.9502,-15.0,0,2000.0,210.39,0.0,2000.0,210.39,2210.39
173,3.1197,3.0319,3.0,0,299.14,4.0855,4.1062,4.0,0,213.79,2.0983,2.1153,2.0,0,245.84,5.0566,5.0625,5.0,0,141.58,-15.0819,-14.9689,-15.0,0,2000.0,900.34,0.0,2000.0,900.34,2900.34
174,3.0395,3.0322,3.0,0,98.81,4.0138,4.1058,4.0,0,34.5,2.0821,2.1137,2.0,0,205.24,5.1717,5.0522,5.0,0,429.19,-15.4282,-14.9793,-15.0,0,2000.0,767.74,0.0,2000.0,767.74,2767.74
175,3.0362,3.0317,3.0,0,90.52,4.0774,4.1002,4.0,0,193.49,2.0225,2.1137,2.0,0,56.36,5.1512,5.0543,5.0,0,378.08,-15.8334,-14.9947,-15.0,0,0.0,718.45,0.0,0.0,718.45,718.45
176,2.9766,3.0315,3.0,0,0.0,4.0412,4.0993,4.0,0,102.98,1.9465,2.1157,2.0,0,0.0,5.1469,5.05,5.0,0,367.37,-15.6928,-15.0253,-15.0,0,0.0,470.36,0.0,0.0,470.36,470.36
177,3.0866,3.034,3.0,0,216.43,4.0951,4.1017,4.0,0,237.8,1.9966,2.1118,2.0,0,0.0,5.2058,5.0495,5.0,0,514.58,-15.5772,-15.0472,-15.0,0,0.0,968.81,0.0,0.0,968.81,968.81
178,3.0229,3.0298,3.0,0,57.18,4.0762,4.1109,4.0,0,190.62,2.0604,2.1055,2.0,0,151.04,5.1704,5.0542,5.0,0,426.02,-15.5056,-15.0638,-15.0,0,0.0,824.86,0.0,0.0,824.86,824.86
179,3.0343,3.0312,3.0,0,85.69,4.0636,4.116,4.0,0,158.89,2.1102,2.1059,2.0,0,275.54,5.1501,5.049,5.0,0,375.18,-15.3042,-15.0794,-15.0,0,0.0,895.31,0.0,0.0,895.31,895.31
180,2.9491,3.0385,3.0,0,0.0,4.199,4.1052,4.0,0,497.52,2.1711,2.102,2.0,0,427.78,4.9996,5.0479,5.0,0,0.0,-15.144,-15.0916,-15.0,0,0.0,925.3,0.0,0.0,925.3,925.3
181,2.9457,3.0374,3.0,0,0.0,4.1455,4.1031,4.0,0,363.68,2.1576,2.1035,2.0,0,394.08,5.0523,5.0507,5.0,0,130.84,-14.9258,-15.0862,-15.0,0,0.0,888.59,0.0,0.0,888.59,888.59
182,3.0111,3.0369,3.0,0,27.81,4.1858,4.0933,4.0,0,464.56,2.1347,2.1127,2.0,0,336.7,5.1296,5.0531,5.0,0,323.88,-14.8929,-15.0799,-15.0,0,0.0,1152.96,0.0,0.0,1152.96,1152.96
183,2.9584,3.0402,3.0,0,0.0,4.1945,4.0873,4.0,0,486.37,2.1137,2.1098,2.0,0,284.22,4.9772,5.0526,5.0,0,0.0,-14.7763,-15.0754,-15.0,0,0.0,770.59,0.0,0.0,770.59,770.59
184,3.0566,3.0378,3.0,0,141.62,4.1674,4.0897,4.0,0,418.46,2.1624,2.1067,2.0,0,406.1,5.0189,5.0522,5.0,0,47.24,-14.6899,-15.061,-15.0,0,0.0,1013.41,0.0,0.0,1013.41,1013.41
185,2.9817,3.0382,3.0,0,0.0,4.2301,4.0862,4.0,0,575.23,2.153,2.0981,2.0,0,382.58,5.0597,5.0507,5.0,0,149.35,-14.7399,-15.0363,-15.0,0,0.0,1107.15,0.0,0.0,1107.15,1107.15
186,3.0152,3.0367,3.0,0,38.03,4.2228,4.0867,4.0,0,557.04,1.9925,2.0986,2.0,0,0.0,5.0166,5.0565,5.0,0,41.59,-14.6633,-15.0145,-15.0,0,0.0,636.66,0.0,0.0,636.66,636.66
187,3.1253,3.0403,3.0,0,313.19,4.2083,4.0835,4.0,0,520.64,1.9898,2.0971,2.0,0,0.0,5.0384,5.0579,5.0,0,96.04,-14.6372,-14.999,-15.0,0,0.0,929.87,0.0,0.0,929.87,929.87
188,3.0355,3.0421,3.0,0,88.77,4.184,4.0886,4.0,0,460.09,2.0499,2.0942,2.0,0,124.69,5.0219,5.0546,5.0,0,54.66,-14.6129,-14.9871,-15.0,0,0.0,728.21,0.0,0.0,728.21,728.21
189,2.9901,3.0415,3.0,0,0.0,4.0874,4.0896,4.0,0,218.57,2.0406,2.09,2.0,0,101.62,5.0944,5.0543,5.0,0,235.9,-14.5028,-14.9739,-15.0,0,0.0,556.08,0.0,0.0,556.08,556.08
190,2.9618,3.043,3.0,0,0.0,4.0404,4.0877,4.0,0,101.0,2.0694,2.0901,2.0,0,173.39,5.1307,5.053,5.0,0,326.71,-14.4273,-14.9573,-15.0,0,2000.0,601.1,0.0,2000.0,601.1,2601.1
191,2.9591,3.038,3.0,0,0.0,4.214,4.0855,4.0,0,534.88,2.1064,2.0924,2.0,0,266.01,5.101,5.0602,5.0,0,252.62,-14.805,-14.9372,-15.0,0,2000.0,1053.52,0.0,2000.0,1053.52,3053.52
192,2.9975,3.0365,3.0,0,0.0,4.1937,4.0915,4.0,0,484.27,2.0948,2.0867,2.0,0,236.99,5.1714,5.0563,5.0,0,428.57,-15.0703,-14.9407,-15.0,0,2000.0,1149.83,0.0,2000.0,1149.83,3149.83
193,2.9921,3.032,3.0,0,0.0,4.1472,4.095,4.0,0,368.01,2.1509,2.0872,2.0,0,377.13,5.0988,5.0656,5.0,0,246.89,-15.3478,-14.9516,-15.0,0,2000.0,992.03,0.0,2000.0,992.03,2992.03
194,3.0513,3.031,3.0,0,128.2,4.0652,4.0954,4.0,0,162.91,2.069,2.0848,2.0,0,172.55,5.0448,5.0699,5.0,0,112.06,-15.6199,-14.9683,-15.0,0,0.0,575.72,0.0,0.0,575.72,575.72
195,3.0523,3.0309,3.0,0,130.67,4.235,4.0815,4.0,0,587.39,2.0282,2.0837,2.0,0,70.49,5.0539,5.0695,5.0,0,134.64,-15.5582,-14.9862,-15.0,0,0.0,923.19,0.0,0.0,923.19,923.19
196,3.0766,3.0267,3.0,0,191.56,4.2861,4.0766,4.0,0,715.34,2.028,2.0893,2.0,0,69.98,5.0282,5.0727,5.0,0,70.56,-15.4168,-15.0048,-15.0,0,0.0,1047.44,0.0,0.0,1047.44,1047.44
197,3.1216,3.0292,3.0,0,304.11,4.3711,4.0755,4.0,0,927.79,2.0047,2.0947,2.0,0,11.82,4.9979,5.0744,5.0,0,0.0,-15.3709,-15.0127,-15.0,0,0.0,1243.72,0.0,0.0,1243.72,1243.72
198,3.073,3.0341,3.0,0,182.6,4.202,4.0783,4.0,0,505.12,1.9792,2.0899,2.0,0,0.0,5.1025,5.0695,5.0,0,256.17,-15.2905,-15.0363,-15.0,0,0.0,943.88,0.0,0.0,943.88,943.88
199,3.0236,3.0306,3.0,0,59.04,4.1906,4.0764,4.0,0,476.39,2.0408,2.0889,2.0,0,102.03,5.0466,5.0674,5.0,0,116.4,-15.1888,-15.0333,-15.0,0,0.0,753.86,0.0,0.0,753.86,753.86
200,2.9794,3.0314,1.4769,0,1100.7,4.0897,4.0758,2.4996,0,1164.88,1.9976,2.0909,0.9695,0,753.23,4.9995,5.0717,3.6602,0,981.2,-15.1127,-15.041,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
201,2.8683,3.0291,1.4769,0,1102.28,3.9248,4.0726,2.4996,0,1129.03,1.9366,2.0861,0.9695,0,766.19,4.9256,5.0601,3.6602,0,1002.5,-15.4058,-15.0496,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
202,2.7645,3.0222,1.4769,0,1146.74,3.7131,4.0688,2.4996,0,1080.7,1.9336,2.0912,0.9695,0,858.64,4.6864,5.0492,3.6602,0,913.92,-15.6095,-15.0617,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
203,2.5382,3.026,1.4769,0,1146.91,3.4673,4.0592,2.4996,0,1045.78,1.7778,2.0902,0.9695,0,873.54,4.5242,5.0455,3.6602,0,933.76,-15.9648,-15.0797,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
204,2.4414,3.0163,1.4769,0,1132.3,3.3187,4.0443,2.4996,0,961.56,1.7913,2.087,0.9695,0,964.84,4.462,5.0355,3.6602,0,941.3,-16.1449,-15.1247,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
205,2.2764,3.002,1.4769,0,1067.88,3.2633,4.0275,2.4996,0,1020.01,1.6334,2.0848,0.9695,0,886.69,4.4279,5.0221,3.6602,0,1025.42,-16.3759,-15.1706,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
206,2.1915,2.9898,1.4769,0,1025.2,3.1453,4.0135,2.4996,0,926.29,1.6132,2.0806,0.9695,0,923.56,4.4443,5.0119,3.6602,0,1124.95,-16.6571,-15.2222,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
207,2.1141,2.9705,1.4769,0,1084.84,2.9975,3.9913,2.4996,0,847.74,1.5535,2.068,0.9695,0,994.38,4.2904,5.0042,3.6602,0,1073.04,-16.7566,-15.2743,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
208,1.9949,2.9491,1.4769,0,942.48,2.9628,3.9583,2.4996,0,842.75,1.4821,2.058,0.9695,0,932.66,4.3649,4.9785,3.6602,0,1282.11,-17.0089,-15.3355,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
209,1.9376,2.9298,1.4769,0,982.64,2.9059,3.9343,2.4996,0,866.64,1.3898,2.0424,0.9695,0,896.42,4.2482,4.9639,3.6602,0,1254.3,-17.2726,-15.4038,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
210,1.9505,2.9125,1.4769,0,1016.37,3.0322,3.9128,2.4996,0,1143.01,1.4055,2.0297,0.9695,0,935.68,4.0818,4.941,3.6602,0,904.93,-17.3464,-15.4781,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
211,1.8604,2.8913,1.4769,0,958.66,2.9585,3.8821,2.4996,0,1147.29,1.285,2.0207,0.9695,0,788.67,3.9052,4.9231,3.6602,0,612.46,-17.4833,-15.5524,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
212,1.6172,2.8701,1.4769,0,350.87,2.8988,3.8605,2.4996,0,997.94,1.2474,2.0061,0.9695,0,694.76,3.8169,4.8925,3.6602,0,391.77,-17.6306,-15.6261,-20.4989,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
213,1.6414,2.8461,1.4769,0,411.16,2.7752,3.8356,2.4996,0,689.11,1.1494,1.9947,0.9695,0,449.69,3.8197,4.8661,3.6602,0,398.75,-17.7802,-15.6996,-20.4989,0,2000.0,1948.71,0.0,2000.0,1948.71,3948.71
214,1.6403,2.8209,1.4769,0,408.46,2.7209,3.8054,2.4996,0,553.26,1.0786,1.9746,0.9695,0,272.74,3.822,4.849,3.6602,0,404.6,-17.9647,-15.7861,-20.4989,0,2000.0,1639.06,0.0,2000.0,1639.06,3639.06
