session_id,station_id,arrival,departure,energy_needed_kwh,energy_delivered_kwh,unmet_kwh,pct_met,energy_cost_eur,penalty_eur,avg_price_eur_per_kwh
21,2,2025-10-01 19:30:00,2025-10-02 02:00:00,30.1134,30.1134,0.0,100.0,3.935875128,0.0,0.1307017848532547
23,2,2025-10-02 15:00:00,2025-10-03 10:00:00,119.1485,119.1485,0.0,100.0,8.437542776,0.0,0.07081535039047912
25,2,2025-10-03 11:15:00,2025-10-04 04:30:00,77.7564,77.7564,0.0,100.0,3.447955568,0.0,0.04434304530559542
28,2,2025-10-04 11:45:00,2025-10-04 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,2025-10-04 18:00:00,2025-10-05 00:45:00,27.9032,27.9032,0.0,100.0,0.172396471,0.0,0.006178376351099516
33,2,2025-10-05 21:15:00,2025-10-06 04:30:00,7.8634,7.8634,0.0,100.0,0.686699558,0.0,0.0873285802579037
35,2,2025-10-06 22:30:00,2025-10-07 11:00:00,51.9397,51.9397,0.0,100.0,4.900400416,0.0,0.09434787678789057
37,2,2025-10-07 19:00:00,2025-10-08 07:15:00,43.0167,43.0167,0.0,100.0,5.730189837,0.0,0.1332084943056999
38,2,2025-10-08 08:15:00,2025-10-08 14:30:00,39.0166,39.0166,0.0,100.0,0.04261493500000001,0.0,0.0010922257449393338
40,2,2025-10-08 18:00:00,2025-10-09 04:00:00,43.7862,43.7862,0.0,100.0,6.071775081999999,0.0,0.13866869200798423
41,2,2025-10-09 17:00:00,2025-10-10 05:00:00,66.1116,66.1116,0.0,100.0,6.564550642,0.0,0.09929498971436179
43,2,2025-10-10 08:45:00,2025-10-10 13:45:00,27.8519,27.8519,0.0,100.0,0.0,0.0,0.0
44,2,2025-10-10 20:15:00,2025-10-11 01:00:00,4.807,4.807,0.0,100.0,0.5493690700000001,0.0,0.11428522363220306
46,2,2025-10-11 21:15:00,2025-10-12 05:45:00,26.8207,26.8207,0.0,100.0,2.682498705,0.0,0.10001598410928872
47,2,2025-10-12 23:00:00,2025-10-13 08:45:00,18.89,18.89,0.0,100.0,1.675626,0.0,0.08870439385918476
49,2,2025-10-13 18:00:00,2025-10-13 19:30:00,4.6038,4.6038,0.0,100.0,0.65790657,0.0,0.14290511533950215
50,2,2025-10-13 20:30:00,2025-10-14 03:15:00,26.0149,26.0149,0.0,100.0,2.889437367,0.0,0.11106855559698481
52,2,2025-10-14 12:00:00,2025-10-14 16:00:00,23.6734,23.6734,0.0,100.0,0.0,0.0,0.0
54,2,2025-10-14 16:45:00,2025-10-15 07:30:00,72.0098,72.0098,0.0,100.0,10.467365074999998,0.0,0.14536028533616255
55,2,2025-10-15 11:30:00,2025-10-15 15:45:00,25.1007,25.1007,0.0,100.00000000000001,0.0,0.0,0.0
57,2,2025-10-15 18:00:00,2025-10-16 06:00:00,42.6511,42.6511,0.0,100.0,5.053044078999999,0.0,0.11847394507996276
62,2,2025-10-16 18:45:00,2025-10-17 04:00:00,38.6274,38.6274,0.0,100.0,4.47191661,0.0,0.11577058279873871
63,2,2025-10-17 07:00:00,2025-10-17 10:15:00,11.8838,11.8838,0.0,100.0,1.4407649999999999,0.0,0.12123773540450022
64,2,2025-10-17 17:45:00,2025-10-17 21:30:00,17.3803,17.3803,0.0,100.0,1.5101058439999997,0.0,0.08688606318648123
66,2,2025-10-18 11:15:00,2025-10-18 14:15:00,12.6308,12.6308,0.0,100.0,0.0,0.0,0.0
68,2,2025-10-19 10:00:00,2025-10-19 15:00:00,25.0703,25.0703,0.0,99.99999999999999,0.0,0.0,0.0
70,2,2025-10-20 09:30:00,2025-10-20 14:30:00,23.205,23.205,0.0,100.00000000000001,0.0,0.0,0.0
72,2,2025-10-20 16:45:00,2025-10-21 03:30:00,59.4501,59.4501,0.0,100.0,2.8204123559999994,0.0,0.047441675556475084
76,2,2025-10-21 18:30:00,2025-10-22 03:00:00,51.3662,51.3662,0.0,100.0,4.662279874,0.0,0.0907655204005747
78,2,2025-10-22 09:30:00,2025-10-22 15:15:00,29.1624,29.1624,0.0,100.0,0.0,0.0,0.0
80,2,2025-10-22 20:00:00,2025-10-23 16:00:00,83.929,83.929,0.0,100.0,6.83768957,0.0,0.08146992779611338
83,2,2025-10-23 20:45:00,2025-10-24 06:00:00,49.3287,49.3287,0.0,100.0,2.050071912,0.0,0.041559414945052275
85,2,2025-10-24 13:45:00,2025-10-24 19:45:00,32.7808,32.7808,0.0,100.0,0.0,0.0,0.0
88,2,2025-10-25 19:15:00,2025-10-25 23:00:00,23.8946,23.8946,0.0,100.0,1.065327596,0.0,0.04458444987570413
91,2,2025-10-26 19:15:00,2025-10-27 03:00:00,11.2266,11.2266,0.0,99.99999999999999,0.5562501479999999,0.0,0.0495475164341831
92,2,2025-10-27 09:30:00,2025-10-27 15:00:00,39.0331,39.0331,0.0,100.0,0.0,0.0,0.0
95,2,2025-10-27 19:45:00,2025-10-28 04:00:00,25.3213,25.3213,0.0,100.0,2.28205511,0.0,0.09012393163068247
98,2,2025-10-28 18:15:00,2025-10-29 06:30:00,73.4249,73.4249,0.0,100.0,5.961332971,0.0,0.08118952795305136
99,2,2025-10-29 19:00:00,2025-10-30 07:15:00,39.8861,39.8861,0.0,100.0,3.9690232209999996,0.0,0.09950893220946645
101,2,2025-10-30 12:45:00,2025-10-31 07:00:00,118.5472,118.5472,0.0,100.0,6.755344724,0.0,0.05698443087647789
103,2,2025-10-31 08:00:00,2025-10-31 14:00:00,43.193,43.193,0.0,100.00000000000001,0.374469382,0.0,0.008669677540342187
105,2,2025-10-31 18:45:00,2025-11-01 04:00:00,62.9342,62.9342,0.0,100.0,3.452295582,0.0,0.05485563623594167
108,2,2025-11-03 13:30:00,2025-11-03 20:30:00,39.5837,39.5837,0.0,100.0,1.152224822,0.0,0.029108567971159845
111,2,2025-11-03 23:15:00,2025-11-04 12:30:00,31.775,31.775,0.0,100.0,0.43863074999999996,0.0,0.013804272226593233
113,2,2025-11-04 17:45:00,2025-11-05 00:30:00,15.1038,15.1038,0.0,100.0,1.423515276,0.0,0.09424881658920273
114,2,2025-11-05 09:30:00,2025-11-05 17:30:00,34.7664,34.7664,0.0,100.0,0.7836797830000002,0.0,0.02254129800612086
116,2,2025-11-05 19:00:00,2025-11-06 02:45:00,36.0672,36.0672,0.0,100.0,3.136394196,0.0,0.08695973615916955
117,2,2025-11-06 17:00:00,2025-11-07 00:45:00,46.3071,46.3071,0.0,100.0,5.76782796,0.0,0.124556017543746
118,2,2025-11-07 04:45:00,2025-11-07 08:00:00,22.2182,22.2182,0.0,100.00000000000001,1.8861723919999995,0.0,0.08489312329531644
119,2,2025-11-07 08:15:00,2025-11-07 12:15:00,14.1108,14.1108,0.0,100.0,1.0552277849999998,0.0,0.0747815704991921
120,2,2025-11-07 17:30:00,2025-11-07 22:15:00,26.1351,26.1351,0.0,100.0,3.1213164420000004,0.0,0.11943005544268054
122,2,2025-11-07 22:45:00,2025-11-08 08:15:00,21.9872,21.9872,0.0,100.0,1.932278128,0.0,0.0878819553194586
123,2,2025-11-08 16:45:00,2025-11-08 20:15:00,15.1084,15.1084,0.0,100.0,1.7192618599999996,0.0,0.11379509809112809
127,2,2025-11-10 06:45:00,2025-11-10 11:15:00,28.4572,28.4572,0.0,100.00000000000001,1.2073006399999997,0.0,0.04242513810213232
128,2,2025-11-10 12:00:00,2025-11-10 16:15:00,26.1578,26.1578,0.0,100.0,0.0,0.0,0.0
130,2,2025-11-10 20:45:00,2025-11-11 07:00:00,31.5733,31.5733,0.0,100.0,2.528068108,0.0,0.08006980923755198
131,2,2025-11-11 11:00:00,2025-11-11 16:15:00,26.6122,26.6122,0.0,100.0,0.0,0.0,0.0
133,2,2025-11-12 11:15:00,2025-11-12 14:15:00,17.1138,17.1138,0.0,100.0,0.0,0.0,0.0
135,2,2025-11-12 15:15:00,2025-11-13 01:15:00,60.3646,60.3646,0.0,100.0,5.209340198000002,0.0,0.08629793286131279
138,2,2025-11-13 03:45:00,2025-11-13 07:15:00,16.7203,16.7203,0.0,100.0,0.14196872600000005,0.0,0.00849080016506881
